id,context,chars,source_text,translation
"plant.elderberry.name","Plant name — shown as a card title and in search. Keep the common name gardeners in the target locale would actually use; add the botanical name only if there is no common one.",10,"Elderberry",""
"plant.elderberry.notes","Growing advice for Elderberry. Horticultural accuracy matters more than literal fidelity — adapt to local practice if the technique differs, and flag anything that would not apply in the target region.",176,"Elderberries grow fast in full sun with moist, fertile soil. Planting two shrubs improves pollination and yields. Harvest entire clusters once berries turn dark and fully ripe.",""
"plant.oregano.name","Plant name — shown as a card title and in search. Keep the common name gardeners in the target locale would actually use; add the botanical name only if there is no common one.",7,"Oregano",""
"plant.oregano.notes","Growing advice for Oregano. Horticultural accuracy matters more than literal fidelity — adapt to local practice if the technique differs, and flag anything that would not apply in the target region.",229,"Oregano is a hardy perennial that loves full sun and well-drained soil. It tolerates dry conditions once established and develops stronger flavor with less water. Trim regularly to keep it bushy and prevent it from turning woody.",""
"plant.sage.name","Plant name — shown as a card title and in search. Keep the common name gardeners in the target locale would actually use; add the botanical name only if there is no common one.",4,"Sage",""
"plant.sage.notes","Growing advice for Sage. Horticultural accuracy matters more than literal fidelity — adapt to local practice if the technique differs, and flag anything that would not apply in the target region.",214,"Sage thrives in full sun with well-drained soil and needs little watering once established. Its silvery leaves are prone to rot in soggy conditions, so avoid overwatering. Prune in spring to encourage fresh growth.",""
"plant.dill.name","Plant name — shown as a card title and in search. Keep the common name gardeners in the target locale would actually use; add the botanical name only if there is no common one.",4,"Dill",""
"plant.dill.notes","Growing advice for Dill. Horticultural accuracy matters more than literal fidelity — adapt to local practice if the technique differs, and flag anything that would not apply in the target region.",220,"Dill grows quickly in full sun and prefers to be sown directly since it dislikes transplanting. It pairs well with cabbage and cucumbers but keep it away from carrots. Harvest leaves before flowering for the best flavor.",""
"plant.chives.name","Plant name — shown as a card title and in search. Keep the common name gardeners in the target locale would actually use; add the botanical name only if there is no common one.",6,"Chives",""
"plant.chives.notes","Growing advice for Chives. Horticultural accuracy matters more than literal fidelity — adapt to local practice if the technique differs, and flag anything that would not apply in the target region.",210,"Chives are an easy, low-maintenance perennial that grows in tidy clumps. They prefer full sun but tolerate partial shade and enjoy steady moisture. Snip leaves regularly, and the purple blossoms are edible too.",""
"plant.tarragon.name","Plant name — shown as a card title and in search. Keep the common name gardeners in the target locale would actually use; add the botanical name only if there is no common one.",8,"Tarragon",""
